"columns","QFR_industry_code","QFR_industry_title","standard_industry_code","year","standard_code_type"
"AF - AH","327","Nonmetallic Mineral Products","3270 - 3279",2006,"NAICS_2007"
"AI - AK","331","Foundries","3310, 3315 - 3319",2006,"NAICS_2007"
"AL - AN","332","Fabricated Metal Products","3320 - 3329",2006,"NAICS_2007"
"AO - AQ","333","Machinery","3330 - 3339",2006,"NAICS_2007"
"AR - AT","334","All Other Electronic Products","3340, 3343 - 3349",2006,"NAICS_2007"
"AU - AW","335","Electrical Equipment, Appliances, and Components","3350 - 3359",2006,"NAICS_2007"
"AX - AZ","337","Furniture and Related Products","3370 - 3379",2006,"NAICS_2007"
"BA - BC","339","Miscellaneous Manufacturing","3390 - 3399",2006,"NAICS_2007"
"BD - BF","371","Iron, Steel, and Ferroalloys","3311, 3312",2006,"NAICS_2007"
"BG - BI","374","Computer and Peripheral Equipment","3341",2006,"NAICS_2007"
"BJ - BL","375","Basic Chemicals, Resins, and Synthetics","3251, 3252",2006,"NAICS_2007"
"BM - BO","376","Motor Vehicles and Parts","3361 - 3363",2006,"NAICS_2007"
"BP - BR","381","Nonferrous Metals","3313, 3314",2006,"NAICS_2007"
"BS - BU","384","Communications Equipment","3342",2006,"NAICS_2007"
"BV - BX","385","Pharmaceuticals and Medicines","3254",2006,"NAICS_2007"
"BY - CA","386","Aerospace Products and Parts","3364",2006,"NAICS_2007"
"CB","421","Wholesale Trade, Durable Goods","4230 - 4239",2006,"NAICS_2007"
"CC","422","Wholesale Trade, Nondurable Goods","4240 - 4259",2006,"NAICS_2007"
"CD","445","Food and Beverage Stores","4450 - 4459",2006,"NAICS_2007"
"CE","448","Clothing and General Merchandise Stores","4480 - 4489, 4520 - 4529",2006,"NAICS_2007"
"CF","450","All Other Retail Trade","4410 - 4449, 4460 - 4479,",2006,"NAICS_2007"
"CG - CI","CHEM(325,375,385)","Chemicals","3250 - 3259",2006,"NAICS_2007"
"CJ - CL","COMP(334,374,384)","Computer and Electronic Products","3340 - 3349",2006,"NAICS_2007"
"CM - CO","PRIM(331,371,381)","Primary Metals","3310 - 3319",2006,"NAICS_2007"
"CP - CZ","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","3210 - 3219, 3270 - 3399",2006,"NAICS_2007"
NA,"371,374,376,381,384,386)",NA,NA,2006,"NAICS_2007"
"DA - DK","TMFG(311-386)","All Manufacturing","3110 - 3399",2006,"NAICS_2007"
"DL","TMIN","All Mining","2110 - 2139",2006,"NAICS_2007"
"DM - DW","TNDU(311-313,315,","All Nondurable Manufacturing","3110 - 3169, 3220 - 3269",2006,"NAICS_2007"
NA,"322-326,375,385)",NA,NA,2006,"NAICS_2007"
"DX - DZ","TRAN(376,386)","Transportation Equipment","3360 - 3369",2006,"NAICS_2007"
"n/a","n/a","(residual included in Transportation Equipment)","3360, 3365 - 3369",2006,"NAICS_2007"
"EA","TRET(445,448,450)","All Retail Trade","4410 - 4549",2006,"NAICS_2007"
"EB","TWHS(421,422)","All Wholesale Trade","4230 - 4259",2006,"NAICS_2007"
"B - D","311","Food","3110 - 3119",2007,"NAICS_2007"
"E - G","312","Beverage and Tobacco Products","3120 - 3129",2007,"NAICS_2007"
"H - J","313","Textile Mills and Textile Product Mills","3130 - 3149",2007,"NAICS_2007"
"K - M","315","Apparel and Leather Products","3150 - 3169",2007,"NAICS_2007"
"N - P","321","Wood Products","3210 - 3219",2007,"NAICS_2007"
"Q - S","322","Paper","3220 - 3229",2007,"NAICS_2007"
"T - V","323","Printing and Related Support Activities","3230 - 3239",2007,"NAICS_2007"
"W - Y","324","Petroleum and Coal Products","3240 - 3249",2007,"NAICS_2007"
"Z - AB","325","All Other Chemicals","3250, 3253, 3255 - 3259",2007,"NAICS_2007"
"AC - AE","326","Plastics and Rubber Products","3260 - 3269",2007,"NAICS_2007"
"AF - AH","327","Nonmetallic Mineral Products","3270 - 3279",2007,"NAICS_2007"
"AI - AK","331","Foundries","3310, 3315 - 3319",2007,"NAICS_2007"
"AL - AN","332","Fabricated Metal Products","3320 - 3329",2007,"NAICS_2007"
"AO - AQ","333","Machinery","3330 - 3339",2007,"NAICS_2007"
"AR - AT","334","All Other Electronic Products","3340, 3343 - 3349",2007,"NAICS_2007"
"AU - AW","335","Electrical Equipment, Appliances, and Components","3350 - 3359",2007,"NAICS_2007"
"AX - AZ","337","Furniture and Related Products","3370 - 3379",2007,"NAICS_2007"
"BA - BC","339","Miscellaneous Manufacturing","3390 - 3399",2007,"NAICS_2007"
"BD - BF","371","Iron, Steel, and Ferroalloys","3311, 3312",2007,"NAICS_2007"
"BG - BI","374","Computer and Peripheral Equipment","3341",2007,"NAICS_2007"
"BJ - BL","375","Basic Chemicals, Resins, and Synthetics","3251, 3252",2007,"NAICS_2007"
"BM - BO","376","Motor Vehicles and Parts","3361 - 3363",2007,"NAICS_2007"
"BP - BR","381","Nonferrous Metals","3313, 3314",2007,"NAICS_2007"
"BS - BU","384","Communications Equipment","3342",2007,"NAICS_2007"
"BV - BX","385","Pharmaceuticals and Medicines","3254",2007,"NAICS_2007"
"BY - CA","386","Aerospace Products and Parts","3364",2007,"NAICS_2007"
"CB","421","Wholesale Trade, Durable Goods","4230 - 4239",2007,"NAICS_2007"
"CC","422","Wholesale Trade, Nondurable Goods","4240 - 4259",2007,"NAICS_2007"
"CD","445","Food and Beverage Stores","4450 - 4459",2007,"NAICS_2007"
"CE","448","Clothing and General Merchandise Stores","4480 - 4489, 4520 - 4529",2007,"NAICS_2007"
"CF","450","All Other Retail Trade","4410 - 4449, 4460 - 4479,",2007,"NAICS_2007"
"CG - CI","CHEM(325,375,385)","Chemicals","3250 - 3259",2007,"NAICS_2007"
"CJ - CL","COMP(334,374,384)","Computer and Electronic Products","3340 - 3349",2007,"NAICS_2007"
"CM - CO","PRIM(331,371,381)","Primary Metals","3310 - 3319",2007,"NAICS_2007"
"CP - CZ","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","3210 - 3219, 3270 - 3399",2007,"NAICS_2007"
NA,"371,374,376,381,384,386)",NA,NA,2007,"NAICS_2007"
"DA - DK","TMFG(311-386)","All Manufacturing","3110 - 3399",2007,"NAICS_2007"
"DL","TMIN","All Mining","2110 - 2139",2007,"NAICS_2007"
"DM - DW","TNDU(311-313,315,","All Nondurable Manufacturing","3110 - 3169, 3220 - 3269",2007,"NAICS_2007"
NA,"322-326,375,385)",NA,NA,2007,"NAICS_2007"
"DX - DZ","TRAN(376,386)","Transportation Equipment","3360 - 3369",2007,"NAICS_2007"
"n/a","n/a","(residual included in Transportation Equipment)","3360, 3365 - 3369",2007,"NAICS_2007"
"EA","TRET(445,448,450)","All Retail Trade","4410 - 4549",2007,"NAICS_2007"
"EB","TWHS(421,422)","All Wholesale Trade","4230 - 4259",2007,"NAICS_2007"
"B - D","311","Food","3110 - 3119",2008,"NAICS_2007"
"E - G","312","Beverage and Tobacco Products","3120 - 3129",2008,"NAICS_2007"
"H - J","313","Textile Mills and Textile Product Mills","3130 - 3149",2008,"NAICS_2007"
"K - M","315","Apparel and Leather Products","3150 - 3169",2008,"NAICS_2007"
"N - P","321","Wood Products","3210 - 3219",2008,"NAICS_2007"
"Q - S","322","Paper","3220 - 3229",2008,"NAICS_2007"
"T - V","323","Printing and Related Support Activities","3230 - 3239",2008,"NAICS_2007"
"W - Y","324","Petroleum and Coal Products","3240 - 3249",2008,"NAICS_2007"
"Z - AB","325","All Other Chemicals","3250, 3253, 3255 - 3259",2008,"NAICS_2007"
"AC - AE","326","Plastics and Rubber Products","3260 - 3269",2008,"NAICS_2007"
"AF - AH","327","Nonmetallic Mineral Products","3270 - 3279",2008,"NAICS_2007"
"AI - AK","331","Foundries","3310, 3315 - 3319",2008,"NAICS_2007"
"AL - AN","332","Fabricated Metal Products","3320 - 3329",2008,"NAICS_2007"
"AO - AQ","333","Machinery","3330 - 3339",2008,"NAICS_2007"
"AR - AT","334","All Other Electronic Products","3340, 3343 - 3349",2008,"NAICS_2007"
"AU - AW","335","Electrical Equipment, Appliances, and Components","3350 - 3359",2008,"NAICS_2007"
"AX - AZ","337","Furniture and Related Products","3370 - 3379",2008,"NAICS_2007"
"BA - BC","339","Miscellaneous Manufacturing","3390 - 3399",2008,"NAICS_2007"
"BD - BF","371","Iron, Steel, and Ferroalloys","3311, 3312",2008,"NAICS_2007"
"BG - BI","374","Computer and Peripheral Equipment","3341",2008,"NAICS_2007"
"BJ - BL","375","Basic Chemicals, Resins, and Synthetics","3251, 3252",2008,"NAICS_2007"
"BM - BO","376","Motor Vehicles and Parts","3361 - 3363",2008,"NAICS_2007"
"BP - BR","381","Nonferrous Metals","3313, 3314",2008,"NAICS_2007"
"BS - BU","384","Communications Equipment","3342",2008,"NAICS_2007"
"BV - BX","385","Pharmaceuticals and Medicines","3254",2008,"NAICS_2007"
"BY - CA","386","Aerospace Products and Parts","3364",2008,"NAICS_2007"
"CB","421","Wholesale Trade, Durable Goods","4230 - 4239",2008,"NAICS_2007"
"CC","422","Wholesale Trade, Nondurable Goods","4240 - 4259",2008,"NAICS_2007"
"CD","445","Food and Beverage Stores","4450 - 4459",2008,"NAICS_2007"
"CE","448","Clothing and General Merchandise Stores","4480 - 4489, 4520 - 4529",2008,"NAICS_2007"
"CF","450","All Other Retail Trade","4410 - 4449, 4460 - 4479,",2008,"NAICS_2007"
"CG - CI","CHEM(325,375,385)","Chemicals","3250 - 3259",2008,"NAICS_2007"
"CJ - CL","COMP(334,374,384)","Computer and Electronic Products","3340 - 3349",2008,"NAICS_2007"
"CM - CO","PRIM(331,371,381)","Primary Metals","3310 - 3319",2008,"NAICS_2007"
"CP - CZ","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","3210 - 3219, 3270 - 3399",2008,"NAICS_2007"
NA,"371,374,376,381,384,386)",NA,NA,2008,"NAICS_2007"
"DA - DK","TMFG(311-386)","All Manufacturing","3110 - 3399",2008,"NAICS_2007"
"DL","TMIN","All Mining","2110 - 2139",2008,"NAICS_2007"
"DM - DW","TNDU(311-313,315,","All Nondurable Manufacturing","3110 - 3169, 3220 - 3269",2008,"NAICS_2007"
NA,"322-326,375,385)",NA,NA,2008,"NAICS_2007"
"DX - DZ","TRAN(376,386)","Transportation Equipment","3360 - 3369",2008,"NAICS_2007"
"n/a","n/a","(residual included in Transportation Equipment)","3360, 3365 - 3369",2008,"NAICS_2007"
"EA","TRET(445,448,450)","All Retail Trade","4410 - 4549",2008,"NAICS_2007"
"EB","TWHS(421,422)","All Wholesale Trade","4230 - 4259",2008,"NAICS_2007"
"B - D","311","Food","3110 - 3119",2009,"NAICS_2007"
"E - G","312","Beverage and Tobacco Products","3120 - 3129",2009,"NAICS_2007"
"H - J","313","Textile Mills and Textile Product Mills","3130 - 3149",2009,"NAICS_2007"
"K - M","315","Apparel and Leather Products","3150 - 3169",2009,"NAICS_2007"
"N - P","321","Wood Products","3210 - 3219",2009,"NAICS_2007"
"Q - S","322","Paper","3220 - 3229",2009,"NAICS_2007"
"T - V","323","Printing and Related Support Activities","3230 - 3239",2009,"NAICS_2007"
"W - Y","324","Petroleum and Coal Products","3240 - 3249",2009,"NAICS_2007"
"Z - AB","325","All Other Chemicals","3250, 3253, 3255 - 3259",2009,"NAICS_2007"
"AC - AE","326","Plastics and Rubber Products","3260 - 3269",2009,"NAICS_2007"
"AF - AH","327","Nonmetallic Mineral Products","3270 - 3279",2009,"NAICS_2007"
"AI - AK","331","Foundries","3310, 3315 - 3319",2009,"NAICS_2007"
"AL - AN","332","Fabricated Metal Products","3320 - 3329",2009,"NAICS_2007"
"AO - AQ","333","Machinery","3330 - 3339",2009,"NAICS_2007"
"AR - AT","334","All Other Electronic Products","3340, 3343 - 3349",2009,"NAICS_2007"
"AU - AW","335","Electrical Equipment, Appliances, and Components","3350 - 3359",2009,"NAICS_2007"
"AX - AZ","337","Furniture and Related Products","3370 - 3379",2009,"NAICS_2007"
"BA - BC","339","Miscellaneous Manufacturing","3390 - 3399",2009,"NAICS_2007"
"BD - BF","371","Iron, Steel, and Ferroalloys","3311, 3312",2009,"NAICS_2007"
"BG - BI","374","Computer and Peripheral Equipment","3341",2009,"NAICS_2007"
"BJ - BL","375","Basic Chemicals, Resins, and Synthetics","3251, 3252",2009,"NAICS_2007"
"BM - BO","376","Motor Vehicles and Parts","3361 - 3363",2009,"NAICS_2007"
"BP - BR","381","Nonferrous Metals","3313, 3314",2009,"NAICS_2007"
"BS - BU","384","Communications Equipment","3342",2009,"NAICS_2007"
"BV - BX","385","Pharmaceuticals and Medicines","3254",2009,"NAICS_2007"
"BY - CA","386","Aerospace Products and Parts","3364",2009,"NAICS_2007"
"CB","421","Wholesale Trade, Durable Goods","4230 - 4239",2009,"NAICS_2007"
"CC","422","Wholesale Trade, Nondurable Goods","4240 - 4259",2009,"NAICS_2007"
"CD","445","Food and Beverage Stores","4450 - 4459",2009,"NAICS_2007"
"CE","448","Clothing and General Merchandise Stores","4480 - 4489, 4520 - 4529",2009,"NAICS_2007"
"CF","450","All Other Retail Trade","4410 - 4449, 4460 - 4479,",2009,"NAICS_2007"
"CG","511","Publishing Industries, except Internet","5111 - 5112",2009,"NAICS_2007"
"CH","512","Motion Picture and Sound Recording","5121 - 5122",2009,"NAICS_2007"
"CI","515","Broadcasting, except Internet","5151 - 5152",2009,"NAICS_2007"
"CJ","517","Telecommunications","5171 - 5172, 5174, 5179",2009,"NAICS_2007"
"CK","519","All Other Information","5182, 5191",2009,"NAICS_2007"
"CL","545","Computer Systems Design and Related Services","5415",2009,"NAICS_2007"
"CM","546","Management and Technical Consulting Services","5416",2009,"NAICS_2007"
"CN","547","Scientific Research and Development Services","5417",2009,"NAICS_2007"
"CO","549","All Other Professional and Technical Services (except Legal Services)","5412 - 5414, 5418 - 5419",2009,"NAICS_2007"
"CP - CR","CHEM(325,375,385)","Chemicals","3250 - 3259",2009,"NAICS_2007"
"CS - CU","COMP(334,374,384)","Computer and Electronic Products","3340 - 3349",2009,"NAICS_2007"
"CV - CX","PRIM(331,371,381)","Primary Metals","3310 - 3319",2009,"NAICS_2007"
"CY - DI","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","3210 - 3219, 3270 - 3399",2009,"NAICS_2007"
NA,"371,374,376,381,384,386)",NA,NA,2009,"NAICS_2007"
"DJ","TINF(511-512,515,517,519)","All Information","5111 - 5112, 5121 - 5122, 5151 - 5152,",2009,"NAICS_2007"
"DK - DU","TMFG(311-386)","All Manufacturing","3110 - 3399",2009,"NAICS_2007"
"DV","TMIN","All Mining","2110 - 2139",2009,"NAICS_2007"
"DW - EG","TNDU(311-313,315,","All Nondurable Manufacturing","3110 - 3169, 3220 - 3269",2009,"NAICS_2007"
NA,"322-326,375,385)",NA,NA,2009,"NAICS_2007"
"EH","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","5412 - 5419",2009,"NAICS_2007"
"EI - EK","TRAN(376,386)","Transportation Equipment","3360 - 3369",2009,"NAICS_2007"
"n/a","n/a","(residual included in Transportation Equipment)","3360, 3365 - 3369",2009,"NAICS_2007"
"EL","TRET(445,448,450)","All Retail Trade","4410 - 4549",2009,"NAICS_2007"
"EM","TWHS(421,422)","All Wholesale Trade","4230 - 4259",2009,"NAICS_2007"
"B - D","311","Food","3110 - 3119",2010,"NAICS_2007"
"E - G","312","Beverage and Tobacco Products","3120 - 3129",2010,"NAICS_2007"
"H - J","313","Textile Mills and Textile Product Mills","3130 - 3149",2010,"NAICS_2007"
"K - M","315","Apparel and Leather Products","3150 - 3169",2010,"NAICS_2007"
"N - P","321","Wood Products","3210 - 3219",2010,"NAICS_2007"
"Q - S","322","Paper","3220 - 3229",2010,"NAICS_2007"
"T - V","323","Printing and Related Support Activities","3230 - 3239",2010,"NAICS_2007"
"W - Y","324","Petroleum and Coal Products","3240 - 3249",2010,"NAICS_2007"
"Z - AB","325","All Other Chemicals","3250, 3253, 3255 - 3259",2010,"NAICS_2007"
"AC - AE","326","Plastics and Rubber Products","3260 - 3269",2010,"NAICS_2007"
"AF - AH","327","Nonmetallic Mineral Products","3270 - 3279",2010,"NAICS_2007"
"AI - AK","331","Foundries","3310, 3315 - 3319",2010,"NAICS_2007"
"AL - AN","332","Fabricated Metal Products","3320 - 3329",2010,"NAICS_2007"
"AO - AQ","333","Machinery","3330 - 3339",2010,"NAICS_2007"
"AR - AT","334","All Other Electronic Products","3340, 3343 - 3349",2010,"NAICS_2007"
"AU - AW","335","Electrical Equipment, Appliances, and Components","3350 - 3359",2010,"NAICS_2007"
"AX - AZ","337","Furniture and Related Products","3370 - 3379",2010,"NAICS_2007"
"BA - BC","339","Miscellaneous Manufacturing","3390 - 3399",2010,"NAICS_2007"
"BD - BF","371","Iron, Steel, and Ferroalloys","3311, 3312",2010,"NAICS_2007"
"BG - BI","374","Computer and Peripheral Equipment","3341",2010,"NAICS_2007"
"BJ - BL","375","Basic Chemicals, Resins, and Synthetics","3251, 3252",2010,"NAICS_2007"
"BM - BO","376","Motor Vehicles and Parts","3361 - 3363",2010,"NAICS_2007"
"BP - BR","381","Nonferrous Metals","3313, 3314",2010,"NAICS_2007"
"BS - BU","384","Communications Equipment","3342",2010,"NAICS_2007"
"BV - BX","385","Pharmaceuticals and Medicines","3254",2010,"NAICS_2007"
"BY - CA","386","Aerospace Products and Parts","3364",2010,"NAICS_2007"
"CB","421","Wholesale Trade, Durable Goods","4230 - 4239",2010,"NAICS_2007"
"CC","422","Wholesale Trade, Nondurable Goods","4240 - 4259",2010,"NAICS_2007"
"CD","445","Food and Beverage Stores","4450 - 4459",2010,"NAICS_2007"
"CE","448","Clothing and General Merchandise Stores","4480 - 4489, 4520 - 4529",2010,"NAICS_2007"
"CF","450","All Other Retail Trade","4410 - 4449, 4460 - 4479,",2010,"NAICS_2007"
"CG","511","Publishing Industries, except Internet","5111 - 5112",2010,"NAICS_2007"
"CH","512","Motion Picture and Sound Recording","5121 - 5122",2010,"NAICS_2007"
"CI","515","Broadcasting, except Internet","5151 - 5152",2010,"NAICS_2007"
"CJ","517","Telecommunications","5171 - 5172, 5174, 5179",2010,"NAICS_2007"
"CK","519","All Other Information","5182, 5191",2010,"NAICS_2007"
"CL","545","Computer Systems Design and Related Services","5415",2010,"NAICS_2007"
"CM","546","Management and Technical Consulting Services","5416",2010,"NAICS_2007"
"CN","547","Scientific Research and Development Services","5417",2010,"NAICS_2007"
"CO","549","All Other Professional and Technical Services (except Legal Services)","5412 - 5414, 5418 - 5419",2010,"NAICS_2007"
"CP - CR","CHEM(325,375,385)","Chemicals","3250 - 3259",2010,"NAICS_2007"
"CS - CU","COMP(334,374,384)","Computer and Electronic Products","3340 - 3349",2010,"NAICS_2007"
"CV - CX","PRIM(331,371,381)","Primary Metals","3310 - 3319",2010,"NAICS_2007"
"CY - DI","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","3210 - 3219, 3270 - 3399",2010,"NAICS_2007"
NA,"371,374,376,381,384,386)",NA,NA,2010,"NAICS_2007"
"DJ","TINF(511-512,515,517,519)","All Information","5111 - 5112, 5121 - 5122, 5151 - 5152,",2010,"NAICS_2007"
"DK - DU","TMFG(311-386)","All Manufacturing","3110 - 3399",2010,"NAICS_2007"
"DV","TMIN","All Mining","2110 - 2139",2010,"NAICS_2007"
"DW - EG","TNDU(311-313,315,","All Nondurable Manufacturing","3110 - 3169, 3220 - 3269",2010,"NAICS_2007"
NA,"322-326,375,385)",NA,NA,2010,"NAICS_2007"
"EH","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","5412 - 5419",2010,"NAICS_2007"
"EI - EK","TRAN(376,386)","Transportation Equipment","3360 - 3369",2010,"NAICS_2007"
"n/a","n/a","(residual included in Transportation Equipment)","3360, 3365 - 3369",2010,"NAICS_2007"
"EL","TRET(445,448,450)","All Retail Trade","4410 - 4549",2010,"NAICS_2007"
"EM","TWHS(421,422)","All Wholesale Trade","4230 - 4259",2010,"NAICS_2007"
"B - D","311","Food","3110 - 3119",2011,"NAICS_2007"
"E - G","312","Beverage and Tobacco Products","3120 - 3129",2011,"NAICS_2007"
"H - J","313","Textile Mills and Textile Product Mills","3130 - 3149",2011,"NAICS_2007"
"K - M","315","Apparel and Leather Products","3150 - 3169",2011,"NAICS_2007"
"N - P","321","Wood Products","3210 - 3219",2011,"NAICS_2007"
"Q - S","322","Paper","3220 - 3229",2011,"NAICS_2007"
"T - V","323","Printing and Related Support Activities","3230 - 3239",2011,"NAICS_2007"
"W - Y","324","Petroleum and Coal Products","3240 - 3249",2011,"NAICS_2007"
"Z - AB","325","All Other Chemicals","3250, 3253, 3255 - 3259",2011,"NAICS_2007"
"AC - AE","326","Plastics and Rubber Products","3260 - 3269",2011,"NAICS_2007"
"AF - AH","327","Nonmetallic Mineral Products","3270 - 3279",2011,"NAICS_2007"
"AI - AK","331","Foundries","3310, 3315 - 3319",2011,"NAICS_2007"
"AL - AN","332","Fabricated Metal Products","3320 - 3329",2011,"NAICS_2007"
"AO - AQ","333","Machinery","3330 - 3339",2011,"NAICS_2007"
"AR - AT","334","All Other Electronic Products","3340, 3343 - 3349",2011,"NAICS_2007"
"AU - AW","335","Electrical Equipment, Appliances, and Components","3350 - 3359",2011,"NAICS_2007"
"AX - AZ","337","Furniture and Related Products","3370 - 3379",2011,"NAICS_2007"
"BA - BC","339","Miscellaneous Manufacturing","3390 - 3399",2011,"NAICS_2007"
"BD - BF","371","Iron, Steel, and Ferroalloys","3311, 3312",2011,"NAICS_2007"
"BG - BI","374","Computer and Peripheral Equipment","3341",2011,"NAICS_2007"
